Head,Head-Tail Bonding,Lipid Type,Category,Main Class,Sub Class,Class Level 4,Nota
FA,NA,FA(,Fatty Acyls [FA],Fatty ethers [FA10],Other Docosanoids [FA0400],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty ethers [FA10],Oxo fatty acids [FA0106],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty ethers [FA10],Hydroxy/hydroperoxyeicosatrienoic acids [FA0305],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty ethers [FA10],"Octadeca-1,2-dioxolanes [FA0205]",Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty ethers [FA10],Phytofurans [FA0204],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty ethers [FA10],"Docosa-1,2-dioxolanes [FA0406]",Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Hydroxy/hydroperoxyeicosatetraenoic acids [FA0306],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Unsaturated fatty acids [FA0103],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Lipoxins [FA0304],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Clavulones [FA0312],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Jasmonic acids [FA0202],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Other Octadecanoids [FA0200],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Epoxyeicosatrienoic acids [FA0308],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Resolvin Es [FA0314],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Thromboxanes [FA0303],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Epoxy fatty acids [FA0107],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Carbocyclic fatty acids [FA0114],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Methoxy fatty acids [FA0108],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Dicarboxylic acids [FA0117],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Prostaglandins [FA0301],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Branched fatty acids [FA0102],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Phytoprostanes [FA0203],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Lactones [FA0704],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Leukotrienes [FA0302],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Hepoxilins [FA0309],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Heterocyclic fatty acids [FA0115],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Straight chain fatty acids [FA0101],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Mycolic acids [FA0116],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Neuroprostanes [FA0401],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Cholesterol and derivatives [ST0101],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Hydroxy/hydroperoxyeicosapentaenoic acids [FA0307],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Levuglandins [FA0310],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Protectins [FA0404],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Isoprostanes [FA0311],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],12-oxophytodienoic acid metabolites [FA0201],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Neurofurans [FA0402],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Hydroperoxy fatty acids [FA0104],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Isofurans [FA0313],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Short fatty esters [FA0710],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Hydroxy fatty acids [FA0105],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Other Eicosanoids [FA0300],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Other Docosanoids [FA0400],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Oxo fatty acids [FA0106],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Hydroxy/hydroperoxyeicosatrienoic acids [FA0305],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],"Octadeca-1,2-dioxolanes [FA0205]",Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],Phytofurans [FA0204],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Eicosanoids [FA03],"Docosa-1,2-dioxolanes [FA0406]",Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Hydroxy/hydroperoxyeicosatetraenoic acids [FA0306],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Unsaturated fatty acids [FA0103],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Lipoxins [FA0304],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Clavulones [FA0312],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Jasmonic acids [FA0202],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Other Octadecanoids [FA0200],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Epoxyeicosatrienoic acids [FA0308],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Resolvin Es [FA0314],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Thromboxanes [FA0303],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Epoxy fatty acids [FA0107],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Carbocyclic fatty acids [FA0114],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Methoxy fatty acids [FA0108],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Dicarboxylic acids [FA0117],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Prostaglandins [FA0301],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Branched fatty acids [FA0102],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Phytoprostanes [FA0203],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Lactones [FA0704],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Leukotrienes [FA0302],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Hepoxilins [FA0309],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Heterocyclic fatty acids [FA0115],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Straight chain fatty acids [FA0101],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Mycolic acids [FA0116],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Neuroprostanes [FA0401],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Cholesterol and derivatives [ST0101],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Hydroxy/hydroperoxyeicosapentaenoic acids [FA0307],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Levuglandins [FA0310],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Protectins [FA0404],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Isoprostanes [FA0311],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],12-oxophytodienoic acid metabolites [FA0201],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Neurofurans [FA0402],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Hydroperoxy fatty acids [FA0104],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Isofurans [FA0313],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Short fatty esters [FA0710],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Hydroxy fatty acids [FA0105],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Other Eicosanoids [FA0300],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Other Docosanoids [FA0400],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Oxo fatty acids [FA0106],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Hydroxy/hydroperoxyeicosatrienoic acids [FA0305],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],"Octadeca-1,2-dioxolanes [FA0205]",Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],Phytofurans [FA0204],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Octadecanoids [FA02],"Docosa-1,2-dioxolanes [FA0406]",Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Hydroxy/hydroperoxyeicosatetraenoic acids [FA0306],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Unsaturated fatty acids [FA0103],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Lipoxins [FA0304],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Clavulones [FA0312],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Jasmonic acids [FA0202],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Other Octadecanoids [FA0200],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Epoxyeicosatrienoic acids [FA0308],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Resolvin Es [FA0314],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Thromboxanes [FA0303],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Epoxy fatty acids [FA0107],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Carbocyclic fatty acids [FA0114],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Methoxy fatty acids [FA0108],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Dicarboxylic acids [FA0117],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Prostaglandins [FA0301],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Branched fatty acids [FA0102],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Phytoprostanes [FA0203],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Lactones [FA0704],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Leukotrienes [FA0302],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Hepoxilins [FA0309],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Heterocyclic fatty acids [FA0115],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Straight chain fatty acids [FA0101],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Mycolic acids [FA0116],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Neuroprostanes [FA0401],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Cholesterol and derivatives [ST0101],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Hydroxy/hydroperoxyeicosapentaenoic acids [FA0307],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Levuglandins [FA0310],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Protectins [FA0404],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Isoprostanes [FA0311],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],12-oxophytodienoic acid metabolites [FA0201],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Neurofurans [FA0402],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Hydroperoxy fatty acids [FA0104],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Isofurans [FA0313],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Short fatty esters [FA0710],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Hydroxy fatty acids [FA0105],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Other Eicosanoids [FA0300],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Other Docosanoids [FA0400],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Oxo fatty acids [FA0106],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Hydroxy/hydroperoxyeicosatrienoic acids [FA0305],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],"Octadeca-1,2-dioxolanes [FA0205]",Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],Phytofurans [FA0204],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Docosanoids [FA04],"Docosa-1,2-dioxolanes [FA0406]",Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Hydroxy/hydroperoxyeicosatetraenoic acids [FA0306],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Lipoxins [FA0304],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Clavulones [FA0312],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Jasmonic acids [FA0202],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Other Octadecanoids [FA0200],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Epoxyeicosatrienoic acids [FA0308],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Resolvin Es [FA0314],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Thromboxanes [FA0303],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Epoxy fatty acids [FA0107],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Carbocyclic fatty acids [FA0114],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Methoxy fatty acids [FA0108],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Prostaglandins [FA0301],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Phytoprostanes [FA0203],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Lactones [FA0704],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Leukotrienes [FA0302],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Hepoxilins [FA0309],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Heterocyclic fatty acids [FA0115],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Straight chain fatty acids [FA0101],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Mycolic acids [FA0116],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Neuroprostanes [FA0401],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Cholesterol and derivatives [ST0101],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Hydroxy/hydroperoxyeicosapentaenoic acids [FA0307],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Levuglandins [FA0310],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Protectins [FA0404],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Isoprostanes [FA0311],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],12-oxophytodienoic acid metabolites [FA0201],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Neurofurans [FA0402],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Hydroperoxy fatty acids [FA0104],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Isofurans [FA0313],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Short fatty esters [FA0710],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Hydroxy fatty acids [FA0105],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Other Eicosanoids [FA0300],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Other Docosanoids [FA0400],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Oxo fatty acids [FA0106],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Hydroxy/hydroperoxyeicosatrienoic acids [FA0305],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],"Octadeca-1,2-dioxolanes [FA0205]",Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Phytofurans [FA0204],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],"Docosa-1,2-dioxolanes [FA0406]",Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Hydroxy/hydroperoxyeicosatetraenoic acids [FA0306],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Unsaturated fatty acids [FA0103],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Lipoxins [FA0304],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Clavulones [FA0312],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Jasmonic acids [FA0202],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Other Octadecanoids [FA0200],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Epoxyeicosatrienoic acids [FA0308],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Resolvin Es [FA0314],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Thromboxanes [FA0303],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Epoxy fatty acids [FA0107],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Carbocyclic fatty acids [FA0114],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Methoxy fatty acids [FA0108],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Dicarboxylic acids [FA0117],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Prostaglandins [FA0301],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Branched fatty acids [FA0102],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Phytoprostanes [FA0203],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Lactones [FA0704],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Leukotrienes [FA0302],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Hepoxilins [FA0309],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Heterocyclic fatty acids [FA0115],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Straight chain fatty acids [FA0101],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Mycolic acids [FA0116],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Neuroprostanes [FA0401],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Cholesterol and derivatives [ST0101],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Hydroxy/hydroperoxyeicosapentaenoic acids [FA0307],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Levuglandins [FA0310],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Protectins [FA0404],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Isoprostanes [FA0311],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],12-oxophytodienoic acid metabolites [FA0201],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Neurofurans [FA0402],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Hydroperoxy fatty acids [FA0104],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Isofurans [FA0313],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Short fatty esters [FA0710],Acyclic diterpenoids [PR010401],
